document_id,Cleaned_Abstract,sentiment
254,data scienc offer huge opportun govern abil process larger complex dataset ever provid better insight policymak make servic tailor effici new technolog risk take opportun miss enorm potenti want peopl feel confid innov data past month govern data scienc partnership taken open evidencebas usercentr approach creat ethic framework practic document bring legal guidanc togeth one place written context new data scienc capabl part develop ran public dialogu data scienc ethic includ delib workshop experiment conjoint survey onlin engag tool research support principl set framework well provid use insight need commun data scienc found peopl low awar term data scienc show data scienc exampl increas broad support govern explor innov use data peopl support highli context driven peopl consid accept casebycas basi first think overal polici goal like intend outcom weigh privaci unintend consequ ethic framework crucial start solv challeng highlight particularli technolog creat new challeng opportun everi day continu research need data minim anonym robust data model algorithm account transpar data secur also reveal need set renew deal citizen state data maintain solidifi trust use peopl data social good articl part theme issu ethic impact data scienc,positive
255,open visual tool ovito new visual softwar design postprocess atomist data obtain molecular dynam mont carlo simul uniqu analysi edit anim function integr easytous graphic user interfac softwar written objectori c control via python script easili extend plugin interfac distribut opensourc softwar download websit httpovitosourceforgenet figur articl colour electron version,neutral
256,purpos data scienc studi generaliz extract knowledg data includ varieti compon develop method concept mani domain contain mathemat probabl model machin learn statist learn comput program data engin pattern recognit learn visual data wareh aim extract valu data purpos paper provid overview open sourc o data scienc tool propos classif scheme use studi o data scienc softwar designmethodologyapproach propos classif scheme base gener characterist project activ oper characterist data mine characterist author use propos scheme examin identifi open sourc softwar author provid insight current statu o data scienc tool reveal stateoftheart tool find featur o,neutral
257,learn use r turn raw data insight knowledg understand book introduc r rstudio tidyvers collect r packag design work togeth make data scienc fast fluent fun suitabl reader previou program experi r data scienc design get data scienc quickli possibl author hadley wickham garrett grolemund guid step import wrangl explor model data commun result youll get complet bigpictur understand data scienc cycl along basic tool need manag detail section book pair exercis help practic youv learn along way youll learn wrangletransform dataset form conveni analysisprogramlearn power r tool solv data problem greater clariti easeexploreexamin data gener hypothes quickli test themmodelprovid lowdimension summari captur true signal datasetcommunicatelearn r markdown integr prose code result,neutral
258,new function tab_model replac sjtlm sjtglm sjtlmer sjtglmer furthermor tab_model design work modelobject plot_model new colour scale ggplotobject scale_fill_sjplot scale_color_sjplot provid predifin colour palett packag show_sjplot_p show predefin colour palett provid packag sjplot_pal return colour valu specif palett deprec follow function deprec sjplm sjpglm sjplmer sjpglmer sjpint plea use plot_model instead sjtfrq plea use sjmiscfrqout v instead remov defunct follow function defunct sjtgrpmean sjtmwu sjtdf replac sjstatsgrpmean sjstatsmwu tab_df resp tab_df chang function plot_model plot_model get prefixlabel argument prefix automat retriev term label either relat variabl name label plot_model get showzeroinf argument show hide zeroinflationpart model plot plot_model get jitter argument add random variat data point plot type accept showdata true plot_model get legendtitl argument defin legend titl plot display legend plot_model pas argument ggeffectsplot margin effect plot plot_model plot zeroinfl part model brmsfit object plot_model plot multivari respons model ie model multipl outcom diagnost plot plot_model type diag also use brmsfit object axi limit diagnost plot plot_model type diag stanmodel brmsfit stanreg resp stanfit set axislim argument gridbreak argument plot_model plot_model also take vector valu directli defin grid break plot better default calcul grid break plot_model plot_model gridbreak argument length one term argument plot_model also allow specif rang numer valu squar bracket margin effect plot eg term age term age pretti coefficientplot term rmterm argument plot_model also allow specif factor level categor term coeffici indict factor level kept resp remov see plot_model detail plot_model support clmm object packag ordin plot_modeltyp diag also show randomeffect qqplot glmmtmb model also plot randomeffect qqplot random effect model one random effect term bug fix plot_modeltyp support standard error confid interv glmmtmb object fix typo glmmtmb tidier may return wrong data zeroinfl part model multipl random intercept multilevel model fit brm area shown facet per intercept remov unnecessari warn sjplikert uneven categori count neutral categori specifi plot_modeltyp int could automat select mdrtvalu properli noninteg variabl sjpgrpfrq correctli use complet space facet facetgrid true sjpgrpfrqtype boxplot correctli label xaxi one categori element vector problem german umlaut print html tabl fix,neutral
259,,neutral
260,grow number student complet undergradu degre statist enter workforc data analyst posit expect understand use databas data warehous scrape data internet sourc program solut complex problem multipl languag think algorithm well statist data scienc topic tradit major compon undergradu program statist consequ curricular shift need address addit learn outcom goal articl motiv import data scienc profici provid exampl resourc instructor implement data scienc statist curriculum provid case studi seven institut vari approach teach data scienc demonstr curricular innov address new need also includ exampl assign design cours foster engag undergradu data data scienc receiv novemb revis juli,neutral
261,global climat chang impact human life becom one era greatest challeng despit urgenc data scienc littl impact further understand planet spite abund climat data stark contrast field advertis electron commerc big data great success stori discrep stem complex natur climat data well scientif question climat scienc bring forth articl introduc data scienc audienc challeng opportun mine larg climat dataset emphasi nuanc differ mine climat data tradit big data approach focu data method applic challeng must address order big data fulfil promis regard climat scienc applic importantli highlight research show sole reli tradit big data techniqu result dubiou find instead propos theoryguid data scienc paradigm use scientif theori constrain big data techniqu well resultsinterpret process extract accur insight larg climat data,neutral
262,describ data scienc fouryear undergradu program predict analyt machin learn data mine implement colleg charleston charleston south carolina usa present tenyear statu report detail program origin success challeng experi demonstr educ train big data concept possibl practic undergradu level develop program parallel grow demand find util data set stream data curriculum seventyseven credithour program success implement liber art scienc institut faculti comput scienc mathemat,neutral
263,,neutral
264,big data techniqu becom widespread journal subject report newsgath tool ethic data scienc must inform inform medium ethic articl explor emerg problem ethic research use big data techniqu use dutybas framework advanc wd ross significantli influenc research scienc medium ethic success framework must provid stabil flexibl without stabil ethic precommit vanish technolog rapidli shift cost without flexibl tradit approach rapidli becom obsolet face technolog chang articl conclud ross dutybas approach provid stabil face rapid technolog chang flexibl innov achiev origin purpos basic ethic principl,neutral
265,relat databas limit support data collabor team collabor curat analyz larg dataset inspir softwar version control system like git propos dataset version control system give user abil creat branch merg differ search larg diverg collect dataset b platform datahub give user abil perform collabor data analysi build version control system outlin challeng provid dataset version control scale,neutral
266,promis data scienc data system record understood understand potenti util improv system behavior econom data howev differ scientif data subject system behavior chang system chang predict behavior given system chang optim system chang behavior model gener data must infer data ea infer perform gener also depend system trivial system ignor behavior admit infer behavior gener model use predict behavior system respons behavior realiz promis data scienc econom system theori design system must also incorpor desir infer properti consid exampl revenuemaxim auction auction knowledg distribut bidder valu run firstpric auction reserv price tune distribut mild distribut assumpt appropri reserv price firstpric auction revenu optim myerson notic histor bid data firstpric auction reserv price case bid bidder whose valu reserv therefor data analysi auction perform enabl properti distribut bidder valu reserv price infer could nonetheless time popul potenti bidder evolv optim reserv price lower chang could go complet unnot auction data two main tool optim revenu auction reserv price iron tool caus pool behavior ie bidder distinct valu take action econom infer thereaft differenti pool bidder order maintain distribut knowledg necessari abl run good auction long term auction must sacrific shortterm revenu run nonrevenueoptim auction,positive
267,summari practic data scienc r live name explain basic principl without theoret mumbojumbo jump right real use case youll face collect curat analyz data crucial success busi youll appli r program languag statist analysi techniqu care explain exampl base market busi intellig decis support purchas print book includ free ebook pdf kindl epub format man public book busi analyst develop increasingli collect curat analyz report crucial busi data r languag associ tool provid straightforward way tackl daytoday data scienc task without lot academ theori advanc mathemat practic data scienc r show appli r program languag use statist techniqu everyday busi situat use exampl market busi intellig decis support show design experi ab test build predict model present result audienc level book access reader without background data scienc familiar basic statist r anoth script languag assum what insid data scienc busi profession statist analysi use r languag project lifecycl plan deliveri numer instantli familiar use case key effect data present author nina zumel john mount cofound san franciscobas data scienc consult firm hold phd carnegi mellon blog statist probabl comput scienc winvectorcom,neutral
268,physic data eye colorimetri photometri visual equival visual match uniform color scale visual threshold theori model color vision appendix refer author subject index,neutral
269,long empir research exist research data manag one form anoth howev fund agenc mandat formal data manag rel recent academ librari involv concentr mainli last year nation scienc foundat implement new mandat januari requir research includ data manag plan propos fund prompt mani academ librari work activ data manag scienc librarian particular uniqu poi step new role meet research data manag need studi survey scienc librarian institut affili associ research librari investig scienc librarian awar involv institut repositori data repositori data manag support servic institut studi also explor role respons new tradit scienc librarian assum relat data manag skill scienc librarian believ necessari meet demand data manag work result reveal theme uncertainti optimismuncertainti role librarian librari campu entiti uncertainti skill requir also optim appli tradit librarian skill emerg field academ librarianship,neutral
270,big data rel term describ situat volum veloc varieti data exceed organ storag comput capac accur time decis make big data singl technolog combin old new technolog help compani gain action insight therefor big data capabl manag huge volum dispar data right speed within right time frame allow realtim analysi reaction note earlier chapter big data typic broken three characterist volumehow much data velocityhow fast data process varietyth variou type data although conveni simplifi big data three v mislead overli simplist exampl may manag rel small amount dispar complex data may process huge volum simpl data simpl data may structur unstructur even import fourth vverac accur data predict busi valu result big data analysi actual make sen determin relev data key deliv valu massiv amount data howev big data defin less volum constantli move target everincreas varieti veloc variabl complex,neutral
271,,neutral
272,,neutral
273,,neutral
274,,neutral
275,big data promis autom action knowledg creation predict model use human comput,neutral
276,written renown data scienc expert foster provost tom fawcett data scienc busi introduc fundament principl data scienc walk dataanalyt think necessari extract use knowledg busi valu data collect guid also help understand mani datamin techniqu use today base mba cours provost taught new york univers past ten year data scienc busi provid exampl realworld busi problem illustr principl youll learn improv commun busi stakehold data scientist also particip intellig compani data scienc project youll also discov think dataanalyt fulli appreci data scienc method support busi decisionmak understand data scienc fit organ use competit advantag treat data busi asset requir care invest your gain real valu approach busi problem dataanalyt use datamin process gather good data appropri way learn gener concept actual extract knowledg data appli data scienc principl interview data scienc job candid,positive
277,peopl awar data make differ elect busi model data scienc occup gain ground get start work widerang interdisciplinari field that cloud hype insight book base columbia univers introduct data scienc class tell need know mani chapterlong lectur data scientist compani googl microsoft ebay share new algorithm method model present case studi code use your familiar linear algebra probabl statist program experi book ideal introduct data scienc topic includ statist infer exploratori data analysi data scienc process algorithm spam filter naiv bay data wrangl logist regress financi model recommend engin causal data visual social network data journal data engin mapreduc pregel hadoop data scienc collabor cours instructor rachel schutt senior vp data scienc news corp data scienc consult cathi oneil senior data scientist johnson research lab attend blog cours,neutral
278,abstract scopu among largest curat abstract citat databas wide global region coverag scientif journal confer proceed book ensur highest qualiti data index rigor content select reevalu independ content select advisori board addit extens qualiti assur process continu monitor improv data element scopu besid enrich metadata record scientif articl scopu offer comprehens author institut profil obtain advanc profil algorithm manual curat ensur high precis recal trustworthi scopu led use bibliometr data sourc largescal analys research assess research landscap studi scienc polici evalu univers rank scopu data offer free select studi academ research commun applic program interfac led mani public employ scopu data investig topic research mobil network visual spatial bibliometr june intern center studi research launch advisori board consist bibliometrician aim work scientometr research commun offer virtual laboratori research abl util scopu data,neutral
279,,neutral
280,,neutral
281,data scienc get thrown around press like magic major retail predict everyth custom pregnant want new pair chuck taylor brave new world seemingli meaningless data transform valuabl insight drive smart busi decisionsbut one exactli data scienc hire one priest dark art data scientist extract gold data nopedata scienc littl use straightforward step process raw data action insight indata smart author data scientist john foreman show that done within familiar environ spreadsheet,neutral
282,abstract web scienc wo world oldest wide use authorit databas research public citat base scienc citat index found eugen garfield expand select balanc complet coverag world lead research cover around journal today wide rang use case support wo daili search discoveri research worldwid suppli analyt data set provis special access raw data bibliometr partner long wellestablish network partner enabl institut scientif inform isi continu work close bibliometr group around world benefit commun servic compani provid research analyst,neutral
283,,neutral
284,present largescal comparison five multidisciplinari bibliograph data sourc scopu web scienc dimens crossref microsoft academ comparison consid scientif document period cover data sourc scopu compar pairwis manner data sourc first analyz differ data sourc coverag document focus instanc differ time differ per document type differ per disciplin studi differ complet accuraci citat link base analysi discus strength weak differ data sourc emphas import combin comprehens coverag scientif literatur flexibl set filter make select literatur,neutral
285,gp station faster data deliveri better data process provid abund inform kind earth scientist,neutral
286,,neutral
287,describ ambiti survey current plan optic larg synopt survey telescop lsst lsst design driven four main scienc theme probe dark energi dark matter take inventori solar system explor transient optic sky map milki way lsst larg widefield groundbas system design obtain repeat imag cover sky visibl cerro pachón northern chile telescop effect primari mirror deg field view gigapixel camera six filter ugrizi cover wavelength rang nm project construct phase begin regular survey oper observ time devot deepwidefast survey mode uniformli observ deg region time sum six band anticip yr oper yield coad map r data result databas includ trillion observ billion galaxi similar number star serv major primari scienc program remain observ time alloc special project deep fast time domain survey whose detail current discus illustr lsst scienc driver led choic system paramet describ expect data product characterist,neutral
288,signific presid council advisor scienc technolog call increas number scienc technolog engin mathemat stem bachelor degre complet per year recommend adopt empir valid teach practic critic achiev goal studi analyz document activ learn lead increas examin perform would rais averag grade half letter failur rate tradit lectur increas rate observ activ learn analysi support theori claim call increas number student receiv stem degre could answer least part abandon tradit lectur favor activ learn test hypothesi lectur maxim learn cours perform metaanalyz studi report data examin score failur rate compar student perform undergradu scienc technolog engin mathemat stem cours tradit lectur versu activ learn effect size indic averag student perform examin concept inventori increas sd activ learn n studi odd ratio fail tradit lectur n studi result indic averag examin score improv activ learn section student class tradit lectur time like fail student class activ learn heterogen analys indic result hold across stem disciplin activ learn increas score concept inventori cours examin activ learn appear effect across class sizesalthough greatest effect small n class trim fill analys failsaf n calcul suggest result due public bia result also appear robust variat methodolog rigor includ studi base qualiti control student qualiti instructor ident largest comprehens metaanalysi undergradu stem educ publish date result rais question continu use tradit lectur control research studi support activ learn prefer empir valid teach practic regular classroom,neutral
289,studi aim conduct updat explor ratio male femal particip sport exercis scienc research public involv human examin european journal sport scienc medicin scienc sport exercis journal sport scienc medicin journal physiolog american journal sport medicin british journal sport medicin total number particip number male femal particip titl topic record public data express frequenc percentag chisquar analys use assess differ frequenc journal public particip includ analys sixtythre percentag public includ male femal includ male includ femal p analyz particip includ journal total male femal p femal remain significantli underrepres within sport exercis scienc research therefor present conclus made sport exercis scienc research might applic one sex research practition awar ongo sex data gap within current literatur futur research address,neutral
290,effect design data visual allow viewer use power visual system understand pattern data across scienc educ health public polici ineffect design visual caus confus misunderstand even distrustespeci among viewer low graphic literaci review researchback guidelin creat effect intuit visual orient toward commun data student cowork gener public describ visual system quickli extract broad statist display wherea poorli design display lead mispercept illus extract global statist fast compar subset valu slow effect graphic avoid tax work memori guid attent respect familiar convent data visual play critic role teach commun provid design tailor visual audienc,neutral
291,sinc june graviti recoveri climat experi followon gracefo extend year monthli mass chang record grace mission end june gracefo instrument flight system perform improv grace better attitud solut enhanc point perform result reduc fuel consumpt graviti rang rate postfit residu one acceleromet requir addit calibr due unexpect measur nois gracefo graviti mass chang field june decemb continu grace record equival precis spatiotempor sampl period gracefo observ larg interannu terrestri water variat associ excess rainfal central u middl east drought europ australia ice melt greenland observ consist independ mass chang estim provid high confid intermiss bias exist grace gracefo despit month gap gracefo also success demonstr satellitetosatellit laser rang interferometri,neutral
292,datadriven scienc herald new paradigm materi scienc field data new resourc knowledg extract materi dataset big complex tradit human reasoningtyp intent discov new improv materi materi phenomenon multipl factor includ open scienc movement nation fund progress inform technolog fuel develop relat tool materi databas machin learn highthroughput method establish part materi research toolset howev varieti challeng imped progress datadriven materi scienc data verac integr experiment comput data data longev standard gap industri interest academ effort perspect articl histor develop current state datadriven materi scienc build earli evolut open scienc rapid expans materi data infrastructur discus key success challeng far also review provid perspect futur develop field,neutral
293,,neutral
294,,neutral
295,citizen scienc import vehicl democrat scienc promot goal univers equit access scientif data inform data gener citizen scienc group becom increasingli import sourc scientist appli user pursu agenda sustain develop citizen scienc data use extens studi biodivers pollut crowdsourc data use un oper agenc humanitarian activ citizen scientist provid data relev monitor sustain develop goal sdg articl provid intern scienc council isc perspect citizen scienc data gener activ support agenda need improv citizen scienc commun data stewardship practic benefit scienc societi present result research undertaken iscsponsor task group,neutral
296,,neutral
297,ecolog environment citizen scienc project enorm potenti advanc scienc influenc polici guid resourc manag produc dataset otherwis infeas gener potenti realiz though dataset high qualiti scientist often skeptic abil unpaid volunt produc accur dataset grow bodi public clearli show diver type citizen scienc project produc data accuraci equal surpass profession success project reli suit method boost data accuraci account bia includ iter project develop volunt train test expert valid replic across volunt statist model systemat error citizen scienc dataset therefor judg individu accord project design applic rather assum substandard simpli volunt gener,neutral
298,abil collect big data greatli surpass capabl analyz underscor emerg fourth paradigm scienc datadriven discoveri need data informat also emphas materi genom initi mgi boost emerg field materi informat articl look datadriven techniqu play big role deciph processingstructurepropertyperform relationship materi illustr exampl forward model properti predict invers model materi discoveri analyt significantli reduc timetoinsight acceler costeffect materi discoveri goal mgi,neutral
299,need peopl fluent work data grow rapidli enorm u k educ provid meaning learn experi design develop understand data scienc concept fluenci data scienc skill data scienc inher inter disciplinari make sen integr exist content area difficulti abound consider work involv data scienc habit mind lie behind lead way think integr data scienc mathemat scienc exampl drawn current activ develop data game project shed light technologybas datadriven might like project ongo research learner concept organ data relev data scienc educ explain,neutral
300,,neutral
301,need peopl fluent work data grow rapidli enorm u k educ provid meaning learn experi design develop understand data scienc concept fluenci data scienc skill data scienc inher inter disciplinari make sen integr exist content area difficulti abound consider work involv data scienc habit mind lie behind lead way think integr data scienc mathemat scienc exampl drawn current activ develop data game project shed light technologybas datadriven might like project ongo research learner concept organ data relev data scienc educ explain,neutral
302,,neutral
303,,neutral
304,,neutral
305,propos remedi discrep way polit scientist analyz data miss valu recommend statist commun methodologist statistician agre multipl imput superior approach problem miss data scatter one explanatori depend variabl method current use appli data analysi discrep occur comput algorithm use appli best multipl imput model slow difficult implement imposs run exist commerci statist packag demand consider expertis adapt algorithm use implement generalpurpos multipl imput model miss data algorithm consider faster easier use lead method recommend statist literatur also quantifi risk current miss data practic illustr use new procedur evalu altern simul data well actual empir exampl final offer easytous softwar implement method discus,neutral
306,date studi citizen scienc engag focu quantifi measur relat contribut data output measur studi attempt qualit character citizen scienc engag across multipl project perspect particip build pertin literatur sociocultur learn theori studi operation engag citizen scienc analysi interview particip six differ environment base project document engag citizen scienc examin cognit affect social behavior motiv dimens assert engag citizen scienc enhanc acknowledg multipl dimens creat opportun volunt find person relev work scientist dimens engag framework present facilit innov new question methodolog studi engag citizen scienc form inform scienc educ,neutral
307,,neutral
308,concept current develop research data infrastructur materi scienc present extend combin featur electron lab notebook repositori object infrastructur incorpor possibl structur data storag data exchang document reproduc data analysi visual final lead public data way research support throughout entir research process softwar develop webbas desktopbas system offer graphic user interfac programmat interfac focu develop integr technolog system base establish well new concept due heterogen natur materi scienc data current featur kept mostli gener structur data larg left user result extens research data infrastructur disciplin possibl futur sourc code project publicli avail permiss apach licens,neutral
309,big data analysi found applic mani industri due abil turn huge amount data insight inform busi oper decis advanc data mine techniqu appli mani sector suppli chain food industri howev previou work mainli focus analysi instrumentgener data hyperspectr imag spectroscopi biometr receptor import digit text data food nutrit recent gain attent due advanc big data analyt purpos review provid overview data sourc comput method applic text data food industri text mine techniqu wordlevel analysi eg frequenc analysi word associ analysi eg network analysi advanc techniqu eg text classif text cluster topic model inform retriev sentiment analysi discus applic text data analysi illustr respect food safeti food fraud surveil dietari pattern character consumeropinion mine newproduct develop food knowledg discoveri food supplychain manag onlin food servic goal provid insight intellig decisionmak improv food product food safeti human nutrit,neutral
310,data crucial raw materi centuri amount data creat materi scienc thu far continu creat everi day immens without proper infrastructur allow collect share data envis success big datadriven materi scienc hamper field comput materi scienc nomad novel materi discoveri center excel coe chang scientif cultur toward comprehens findabl access interoper reusabl fair data open new avenu mine materi scienc big data novel dataanalyt concept tool turn data knowledg help predict new materi identif new properti alreadi known materi,neutral
311,function trait offer rich quantit framework develop test theori evolutionari biolog ecolog ecosystem scienc howev potenti function trait drive theoret advanc refin model global chang fulli realis specieslevel inform complet present avonet dataset contain comprehens function trait data bird includ six ecolog variabl continu morpholog trait inform rang size locat raw morpholog measur present individu extant bird speci sampl countri data also summaris speci averag three taxonom format allow integr global phylogeni geograph rang map iucn red list data ebird citizen scienc databas avonet dataset provid detail pictur continu trait variat major radiat organ offer global templat test hypothes explor evolutionari origin structur function biodivers,neutral
312,ocean constitut earth surfac marin environ ecosystem central mani global challeng ocean import sourc food resourc also play import role earth climat provid crucial ecosystem servic monitor environ ensur sustain exploit marin resourc extens data collect analysi effort form backbon manag programm global region nation level technolog advanc sensor technolog autonom platform inform commun technolog allow marin scientist collect data larger volum ever capac data analysi progress compar grow discrep becom major bottleneck effect use avail data well obstacl scale data collect recent year seen rapid advanc field artifici intellig machin learn particular socal deep learn system abl solv complex task previous requir human expertis technolog directli applic mani import data analysi problem provid tool need solv mani complex challeng marin scienc resourc manag give brief review recent develop deep learn highlight mani opportun challeng effect adopt technolog across marin scienc,neutral
313,abstract biodivers lost unpreced rate monitor crucial understand causal driver assess solut biodivers monitor data collect volunt citizen scienc project often crucial inform lack account inevit bias observ introduc data collect contend citizen scienc project intend support biodivers monitor must gather inform observ process well speci occurr illustr use ebird global citizen scienc project collect inform bird occurr well vital contextu inform observ process maintain broad particip fundament argument regardless speci monitor citizen scienc project collect small set basic inform particip make observ scientif valu data collect dramat improv,neutral
314,facilit applic machin learn ml materi scienc problem requir enhanc data ecosystem enabl discoveri collect data mani sourc autom dissemin new data across ecosystem connect data materialsspecif ml model present two project materi data facil mdf data learn hub scienc dlhub address need use exampl show mdf dlhub capabl leverag link data ml model user access capabl web programmat interfac,neutral
315,understand evolutionari histori live organ central problem biolog recent abil infer evolutionari relationship limit amount dna sequenc data avail new dna sequenc technolog larg remov limit result dna sequenc data readili avail obtain wide spectrum organ thu creat unpreced opportun explor evolutionari relationship broadli deepli across tree life unfortun algorithm use infer evolutionari relationship nphard dramat increas avail dna sequenc data creat commensur increas need access power comput resourc local laptop desktop machin longer viabl analysi larger data set avail today progress field reli upon access larg scalabl highperform comput resourc paper describ develop cipr scienc gateway web portal design provid research transpar access fastest avail commun code infer phylogenet relationship implement code scalabl comput resourc meet need commun includ develop infrastructur provid access work commun improv exist commun code develop infrastructur insur portal scalabl entir systemat commun adopt strategi make project sustain commun cipr scienc gateway allow uniqu user run job requir million servic unit sinc releas decemb servic unit cpuhour unit prioriti,neutral
316,,neutral
317,statist learn materi properti function far start larg silent nonchalleng step choic set descript paramet term descriptor howev scientif connect descriptor actuat mechan unclear causal learn descriptorproperti relat uncertain thu trust predict new promis materi identif anomali scientif advanc doubt analyz issu defin requir suitabl descriptor classic exampl energi differ zinc blend wurtzit rocksalt semiconductor demonstr meaning descriptor found systemat,neutral
318,citizen scienc mainstream million peopl contribut data grow array citizen scienc project annual form massiv dataset drive research year come mani citizen scienc project implement leaderboard framework rank contribut base number record speci encourag particip everi data point equal valuabl citizen scientist collect data distinct spatial tempor bias lead unfortun gap redund creat statist inform problem downstream analys point haphazard structur data seen unfortun unchang aspect citizen scienc data howev argu issu actual address provid simpl tractabl framework could adapt broadscal citizen scienc project allow citizen scientist optim margin valu effort increas overal collect knowledg,neutral
319,open scienc make scienc effici reliabl respons societ challeng european commiss sought advanc open scienc polici incept holist integr way cover aspect research cycl scientif discoveri review share knowledg publish outreach present step taken forwardlook perspect challeng lay ahead particular necessari chang reward incent system research variou actor corespons goe beyond mandat european commiss final discus role artifici intellig ai within open scienc perspect,neutral
320,,neutral
321,atmospher infrar sounder air advanc microwav sound unit amsu humid sounder brazil hsb form integr crosstrack scan temperatur humid sound system aqua satellit earth observ system eo air infrar spectrometerradiomet cover spl mum spectral rang spectral channel amsu channel microwav radiomet oper ghz hsb fourchannel microwav radiomet make measur ghz addit support nation aeronaut space administr interest process studi climat research air first hyperspectr infrar radiomet design support oper requir mediumrang weather forecast nation ocean atmospher administr nation center environment predict ncep numer weather forecast center air togeth amsu hsb microwav radiomet achiev global retriev accuraci better k lower tropospher clear partli cloudi condit paper present overview scienc object airsamsuhsb data product retriev algorithm grounddata process concept eo aqua launch may vandenberg afb ca kmhigh sunsynchron orbit base excel radiometr spectral perform demonstr air prelaunch test verifi onorbit test expect assimil air data numer weather forecast result signific forecast rang reliabl improv,neutral
322,bayesian method garner huge interest cognit scienc approach model cognit percept hand bayesian method data analysi yet made much headway cognit scienc institution inertia th centuri null hypothesi signific test nhst iron specif bayesian model cognit percept may long endur ravag empir verif gener bayesian method data analysi eventu domin time bayesian data analysi becam norm empir method cognit scienc articl review fatal flaw nhst introduc reader benefit bayesian data analysi articl present illustr exampl multipl comparison bayesian analysi varianc bayesian approach statist power copyright john wiley son ltd resourc relat articl plea visit wire websit,neutral
323,artifici intellig ai scienc allow comput replic human intellig area decisionmak text process visual percept artifici intellig broader field contain sever subfield machin learn robot comput vision machin learn branch artifici intellig allow machin learn improv task time deep learn subset machin learn make use deep artifici neural network train paper propos outlier detect multivari high dimension data autoencod unsupervis model,neutral
324,smartphon offer promis collect behavior data unobtrus situ unfold cours daili life data collect onboard sensor phone log embed today offtheshelf smartphon devic data permit finegrain continu collect peopl social interact eg speak rate convers size social group call text messag daili activ eg physic activ sleep mobil pattern eg frequenc durat time spent variou locat articl drawn lesson first wave smartphonesens research highlight area opportun psycholog research present practic consider design smartphon studi discus ongo methodolog ethic challeng associ research domain hope practic guidelin facilit use smartphon behavior observ tool psycholog scienc,neutral
325,complex dynam environ make extrem difficult directli predict trace tempor spatial chang pollut past decad unpreced accumul data develop highperform comput power rise diver machin learn ml method provid new opportun environment pollut research ml methodolog use satellit data process obtain groundlevel concentr atmospher pollut pollut sourc apportion spatial distribut model water pollut howev unlik activ practic ml chemic toxic predict advanc algorithm deep neural network environment process studi pollut still defici addit environment applic ml go air pollut applic rang accept aspect environment scienc remain increas use ml method revolution environment scienc problemsolv scenario challeng sever issu taken consider tradeoff model perform interpret prerequisit machin learn model model select data share,neutral
326,desir predict discoveriesto idea advanc discov wherepervad nearli aspect modern scienc individu scientist publish fund agenc hire committe essay survey emerg interdisciplinari field scienc scienc teach u predict scientif discoveri discus futur opportun improv predict deriv scienc scienc potenti impact posit neg scientif commun,neutral
327,examin intersect fair principl findabl access interoper reusabl challeng opportun present aggreg wide distribut heterogen data biolog geolog specimen use digit object architectur doa data model compon approach solv challeng offer adher fair principl integr characterist approach prototyp distribut system scientif collect dissco project paneuropean research infrastructur aim unifi natur scienc collect across countri take fair principl discus requir creation seamless virtual collect biogeo specimen data map requir digit object compon facil persist identif extend data type use addit level abstract normal exist heterogen data structur fair principl inform motiv work architectur provid technic vision creat seamless virtual collect vital need address scientif question societ import,neutral
328,largescal citizensci project atlas speci distribut import sourc data macroecolog research understand effect climat chang driver biodivers appli conserv task earlywarn system biodivers loss howev citizensci data challeng analys observ process taken account typic observ process lead heterogen nonrandom sampl fals absenc fals detect spatial correl data increasingli occup model use analys atla data advoc dual approach strengthen infer citizen scienc data question programm intend address survey design chosen particular set question associ analysi strategi mind b statist method tailor question also specif characterist data review consequ particular survey design choic typic need made atlasstyl citizensci project includ spatial resolut sampl unit alloc effort space collect inform observ process analysi side review extens basic occup model frequent necessari atla data includ method deal heterogen nonindepend detect fals detect violat closur assumpt new technolog cellphon app fix remot detect devic revolution citizensci project opportun maxim use result dataset protocol root robust statist design data analysi issu consid review provid guidelin design new project overview current method use analys data project,neutral
329,,neutral
330,abstract purpos present systemat review literatur concern major aspect scienc map serv two primari purpos first demonstr use scienc map approach perform review research may appli procedur review scientif domain interest second identifi major area research activ concern scienc map intellectu mileston develop key specialti evolutionari stage major specialti involv dynam transit one specialti anoth designmethodologyapproach first introduc theoret framework evolut scientif specialti demonstr gener search strategi use construct repres dataset bibliograph record domain research next progress synthes cocit network construct visual aid visual analyt studi domain structur dynam pattern trend final trajectori citat made particular type author articl present illustr predict potenti analyt approach find evolut scienc map research involv develop number interrel specialti four major specialti discus detail term four evolutionari stage conceptu tool construct applic codif underli connect major specialti also explor predict analysi demonstr citat trajectori potenti transform contribut research limit systemat review primarili guid citat pattern dataset retriev literatur scope data limit sourc retriev ie web scienc composit queri use iter queri refin possibl one would like improv data qualiti although current approach serv purpos adequ indepth analys specialti would reveal incorpor addit method citat context analysi studi aspect scholarli public practic implic underli analyt process scienc map serv mani practic need notabl bibliometr map knowledg domain visual visual scientif literatur order master complex process scienc map research often need develop diver set skill knowledg may span multipl disciplin approach demonstr articl provid gener method conduct systemat review originalityvalu incorpor evolutionari stage specialti visual analyt studi research domain innov provid systemat methodolog research achiev good understand scientif field evolv recogn potenti insight pattern visual encod sign synthes variou inform captur state art domain,positive
